name,age,country,year,Date_Given,sports,gold_medal,silver_medal,brone_medal,total_medal
Hansle Parchment,22.0,Jamaica,2012,08-12-2012,Athletics,0,0,1,1
Krisztin Pars,30.0,Hungary,2012,08-12-2012,Athletics,1,0,0,1
Darvis Patton,34.0,United States,2012,08-12-2012,Athletics,0,1,0,1
Sandra Perkovic,22.0,Croatia,2012,08-12-2012,Athletics,1,0,0,1
Tatyana PetrovaArkhipova,29.0,Russia,2012,08-12-2012,Athletics,0,0,1,1
Demetrius Pinder,23.0,Bahamas,2012,08-12-2012,Athletics,1,0,0,1
Darya Pishchalnikova,27.0,Russia,2012,08-12-2012,Athletics,0,1,0,1
Yekaterina Poistogova,21.0,Russia,2012,08-12-2012,Athletics,0,0,1,1
Olesia Povkh,24.0,Ukraine,2012,08-12-2012,Athletics,0,0,1,1
Qieyang Shenjie,21.0,China,2012,08-12-2012,Athletics,0,0,1,1
Brittney Reese,25.0,United States,2012,08-12-2012,Athletics,1,0,0,1
Jason Richardson,26.0,United States,2012,08-12-2012,Athletics,0,1,0,1
Mariya Riemien,25.0,Ukraine,2012,08-12-2012,Athletics,0,0,1,1
David Rudisha,23.0,Kenya,2012,08-12-2012,Athletics,1,0,0,1
Galen Rupp,26.0,United States,2012,08-12-2012,Athletics,0,1,0,1
Greg Rutherford,25.0,Great Britain,2012,08-12-2012,Athletics,1,0,0,1
Antti Ruuskanen,28.0,Finland,2012,08-12-2012,Athletics,0,0,1,1
Olga Rypakova,27.0,Kazakhstan,2012,08-12-2012,Athletics,1,0,0,1
Olha Saladukha,29.0,Ukraine,2012,08-12-2012,Athletics,0,0,1,1
Flix Snchez,34.0,Dominican Republic,2012,08-12-2012,Athletics,1,0,0,1
Lugueln Santos,19.0,Dominican Republic,2012,08-12-2012,Athletics,0,1,0,1
Mariya Savinova,26.0,Russia,2012,08-12-2012,Athletics,1,0,0,1
Lilli Schwarzkopf,28.0,Germany,2012,08-12-2012,Athletics,0,1,0,1
Caster Semenya,21.0,South Africa,2012,08-12-2012,Athletics,0,1,0,1
Svetlana Shkolina,26.0,Russia,2012,08-12-2012,Athletics,0,0,1,1
Si Tianfeng,28.0,China,2012,08-12-2012,Athletics,0,0,1,1
Yarisley Silva,25.0,Cuba,2012,08-12-2012,Athletics,0,1,0,1
Sherone Simpson,27.0,Jamaica,2012,08-12-2012,Athletics,0,1,0,1
Yelena Sokolova,26.0,Russia,2012,08-12-2012,Athletics,0,1,0,1
Jarrin Solomon,26.0,Trinidad and Tobago,2012,08-12-2012,Athletics,0,0,1,1
Barbora potkov,31.0,Czech Republic,2012,08-12-2012,Athletics,1,0,0,1
Linda Stahl,26.0,Germany,2012,08-12-2012,Athletics,0,0,1,1
Kerron Stewart,28.0,Jamaica,2012,08-12-2012,Athletics,0,1,0,1
David Storl,22.0,Germany,2012,08-12-2012,Athletics,0,1,0,1
Jenn StuczynskiSuhr,30.0,United States,2012,08-12-2012,Athletics,1,0,0,1
Hrystyna Stuy,24.0,Ukraine,2012,08-12-2012,Athletics,0,0,1,1
Leonel Surez,24.0,Cuba,2012,08-12-2012,Athletics,0,0,1,1
Jared Tallent,27.0,Australia,2012,08-12-2012,Athletics,0,1,0,1
Jeneba Tarmoh,22.0,United States,2012,08-12-2012,Athletics,1,0,0,1
Angelo Taylor,33.0,United States,2012,08-12-2012,Athletics,0,1,0,1
Christian Taylor,22.0,United States,2012,08-12-2012,Athletics,1,0,0,1
Richard Thompson,27.0,Trinidad and Tobago,2012,08-12-2012,Athletics,0,0,1,1
Michael Tinsley,28.0,United States,2012,08-12-2012,Athletics,0,1,0,1
Ivan Ukhov,26.0,Russia,2012,08-12-2012,Athletics,1,0,0,1
Keshorn Walcott,19.0,Trinidad and Tobago,2012,08-12-2012,Athletics,1,0,0,1
Wang Zhen,20.0,China,2012,08-12-2012,Athletics,0,0,1,1
Mitch Watt,24.0,Australia,2012,08-12-2012,Athletics,0,1,0,1
Warren Weir,22.0,Jamaica,2012,08-12-2012,Athletics,0,0,1,1
Kellie Wells,30.0,United States,2012,08-12-2012,Athletics,0,0,1,1
Rosemarie Whyte,25.0,Jamaica,2012,08-12-2012,Athletics,0,0,1,1
Lauryn Williams,28.0,United States,2012,08-12-2012,Athletics,1,0,0,1
Shericka Williams,26.0,Jamaica,2012,08-12-2012,Athletics,0,0,1,1
Novlene WilliamsMills,30.0,Jamaica,2012,08-12-2012,Athletics,0,0,1,1
Anita Wlodarczyk,27.0,Poland,2012,08-12-2012,Athletics,0,1,0,1
Yuliya Zaripova,26.0,Russia,2012,08-12-2012,Athletics,1,0,0,1
Mariya Abakumova,22.0,Russia,2008,8/24/2008,Athletics,0,1,0,1
Valerie AdamsVili,23.0,New Zealand,2008,8/24/2008,Athletics,1,0,0,1
Virgilijus Alekna,36.0,Lithuania,2008,8/24/2008,Athletics,0,0,1,1
Denis Alekseyev,20.0,Russia,2008,8/24/2008,Athletics,0,0,1,1
Olena Antonova,36.0,Ukraine,2008,8/24/2008,Athletics,0,0,1,1
Aaron Armstrong,30.0,Trinidad and Tobago,2008,8/24/2008,Athletics,0,1,0,1
Nobuharu Asahara,36.0,Japan,2008,8/24/2008,Athletics,0,0,1,1
Mehdi Baala,29.0,France,2008,8/24/2008,Athletics,0,0,1,1
Dretti Bain,22.0,Bahamas,2008,8/24/2008,Athletics,0,1,0,1
Yarelis Barrios,25.0,Cuba,2008,8/24/2008,Athletics,0,1,0,1
Hasna Benhassi,30.0,Morocco,2008,8/24/2008,Athletics,0,0,1,1
Keston Bledman,20.0,Trinidad and Tobago,2008,8/24/2008,Athletics,0,1,0,1
Valeriy Borchin,21.0,Russia,2008,8/24/2008,Athletics,1,0,0,1
Olivia Borle,22.0,Belgium,2008,8/24/2008,Athletics,0,1,0,1
Chris Brown,29.0,Bahamas,2008,8/24/2008,Athletics,0,1,0,1
Stephanie BrownTrafton,28.0,United States,2008,8/24/2008,Athletics,1,0,0,1
Wilfred Bungei,28.0,Kenya,2008,8/24/2008,Athletics,1,0,0,1
Marc Burns,25.0,Trinidad and Tobago,2008,8/24/2008,Athletics,0,1,0,1
Emmanuel Callender,24.0,Trinidad and Tobago,2008,8/24/2008,Athletics,0,1,0,1
Ibrahim Camejo,26.0,Cuba,2008,8/24/2008,Athletics,0,0,1,1
Veronica CampbellBrown,26.0,Jamaica,2008,8/24/2008,Athletics,1,0,0,1
Christian Cantwell,27.0,United States,2008,8/24/2008,Athletics,0,1,0,1
Nesta Carter,22.0,Jamaica,2008,8/24/2008,Athletics,1,0,0,1
Yuliya Chermoshanskaya,22.0,Russia,2008,8/24/2008,Athletics,1,0,0,1
Tatyana Chernova,20.0,Russia,2008,8/24/2008,Athletics,0,0,1,1
Anna Chicherova,26.0,Russia,2008,8/24/2008,Athletics,0,0,1,1
Bryan Clay,28.0,United States,2008,8/24/2008,Athletics,1,0,0,1
Shawn Crawford,30.0,United States,2008,8/24/2008,Athletics,0,1,0,1
Tasha Danvers,30.0,Great Britain,2008,8/24/2008,Athletics,0,0,1,1
Meseret Defar,24.0,Ethiopia,2008,8/24/2008,Athletics,0,0,1,1
Pigi Devetzi,32.0,Greece,2008,8/24/2008,Athletics,0,0,1,1
Vadim Devyatovsky,31.0,Belarus,2008,8/24/2008,Athletics,0,1,0,1
Constantina DitaTomescu,38.0,Romania,2008,8/24/2008,Athletics,1,0,0,1
Nataliya Dobrynska,26.0,Ukraine,2008,8/24/2008,Athletics,1,0,0,1
Maksim Dyldin,21.0,Russia,2008,8/24/2008,Athletics,0,0,1,1
Nelson vora,24.0,Portugal,2008,8/24/2008,Athletics,1,0,0,1
Aleksandra Fedoriva,19.0,Russia,2008,8/24/2008,Athletics,1,0,0,1
Svetlana Feofanova,28.0,Russia,2008,8/24/2008,Athletics,0,0,1,1
Tatyana Firova,25.0,Russia,2008,8/24/2008,Athletics,0,1,0,1
Shalane Flanagan,27.0,United States,2008,8/24/2008,Athletics,0,0,1,1
Hyleas Fountain,27.0,United States,2008,8/24/2008,Athletics,0,1,0,1
ShellyAnn FraserPryce,21.0,Jamaica,2008,8/24/2008,Athletics,1,0,0,1
Michael Frater,25.0,Jamaica,2008,8/24/2008,Athletics,1,0,0,1
Vladislav Frolov,28.0,Russia,2008,8/24/2008,Athletics,0,0,1,1
Kim Gevaert,30.0,Belgium,2008,8/24/2008,Athletics,0,1,0,1
Jaouad Gharib,36.0,Morocco,2008,8/24/2008,Athletics,0,1,0,1
Dawn Harper,24.0,United States,2008,8/24/2008,Athletics,1,0,0,1
Natasha Hastings,22.0,United States,2008,8/24/2008,Athletics,1,0,0,1
Tia Hellebaut,30.0,Belgium,2008,8/24/2008,Athletics,1,0,0,1
Monique Henderson,25.0,United States,2008,8/24/2008,Athletics,1,0,0,1
Steve Hooker,26.0,Australia,2008,8/24/2008,Athletics,1,0,0,1
Franca Idoko,23.0,Nigeria,2008,8/24/2008,Athletics,0,0,1,1
Phillips Idowu,29.0,Great Britain,2008,8/24/2008,Athletics,0,1,0,1
Yelena Isinbayeva,26.0,Russia,2008,8/24/2008,Athletics,1,0,0,1
Ismail Ahmed Ismail,23.0,Sudan,2008,8/24/2008,Athletics,0,1,0,1
Halimat Ismaila,24.0,Nigeria,2008,8/24/2008,Athletics,0,0,1,1
Bershawn Jackson,25.0,United States,2008,8/24/2008,Athletics,0,0,1,1
Pamela Jelimo,18.0,Kenya,2008,8/24/2008,Athletics,1,0,0,1
Eunice Jepkorir,26.0,Kenya,2008,8/24/2008,Athletics,0,1,0,1
Janeth Jepkosgei,24.0,Kenya,2008,8/24/2008,Athletics,0,1,0,1
Sheena JohnsonTosta,25.0,United States,2008,8/24/2008,Athletics,0,1,0,1
Olga Kaniskina,23.0,Russia,2008,8/24/2008,Athletics,1,0,0,1
Gerd Kanter,29.0,Estonia,2008,8/24/2008,Athletics,1,0,0,1
Anastasiya Kapachinskaya,28.0,Russia,2008,8/24/2008,Athletics,0,1,0,1
Tsegaye Kebede,21.0,Ethiopia,2008,8/24/2008,Athletics,0,0,1,1
Gloria Kemasoude,28.0,Nigeria,2008,8/24/2008,Athletics,0,0,1,1
Nataliya KhoronenkoMikhnevich,26.0,Belarus,2008,8/24/2008,Athletics,0,1,0,1
Eliud Kipchoge,23.0,Kenya,2008,8/24/2008,Athletics,0,1,0,1
Asbel Kiprop,19.0,Kenya,2008,8/24/2008,Athletics,1,0,0,1
Brimin Kipruto,23.0,Kenya,2008,8/24/2008,Athletics,1,0,0,1
Micah Kogo,22.0,Kenya,2008,8/24/2008,Athletics,0,0,1,1
Anton Kokorin,21.0,Russia,2008,8/24/2008,Athletics,0,0,1,1
Ainars Kovals,26.0,Latvia,2008,8/24/2008,Athletics,0,1,0,1
Primo Kozmus,28.0,Slovenia,2008,8/24/2008,Athletics,1,0,0,1
Andrey Kravchenko,22.0,Belarus,2008,8/24/2008,Athletics,0,1,0,1
Nancy Langat,26.0,Kenya,2008,8/24/2008,Athletics,1,0,0,1
Iryna Lishchynska,32.0,Ukraine,2008,8/24/2008,Athletics,0,1,0,1
Lyudmila Litvinova,23.0,Russia,2008,8/24/2008,Athletics,0,1,0,1
Shereefa Lloyd,25.0,Jamaica,2008,8/24/2008,Athletics,0,0,1,1
Priscilla LopesSchliep,25.0,Canada,2008,8/24/2008,Athletics,0,0,1,1
Yevgeniy Lukyanenko,23.0,Russia,2008,8/24/2008,Athletics,0,1,0,1
Maurren Maggi,32.0,Brazil,2008,8/24/2008,Athletics,1,0,0,1
Tomasz Majewski,26.0,Poland,2008,8/24/2008,Athletics,1,0,0,1
Hanna Marin,26.0,Belgium,2008,8/24/2008,Athletics,0,1,0,1
Germaine Mason,25.0,Great Britain,2008,8/24/2008,Athletics,0,1,0,1
Richard Mateelong,24.0,Kenya,2008,8/24/2008,Athletics,0,0,1,1
Michael Mathieu,24.0,Bahamas,2008,8/24/2008,Athletics,0,1,0,1
Piotr Malachowski,25.0,Poland,2008,8/24/2008,Athletics,0,1,0,1
Franoise Mbango,32.0,Cameroon,2008,8/24/2008,Athletics,1,0,0,1
Sally McLellanPearson,21.0,Australia,2008,8/24/2008,Athletics,0,1,0,1
Mahiedine MekhissiBenabbad,23.0,France,2008,8/24/2008,Athletics,0,1,0,1
Oksana Menkova,26.0,Belarus,2008,8/24/2008,Athletics,1,0,0,1
Yelena Migunova,24.0,Russia,2008,8/24/2008,Athletics,0,1,0,1
Andrey Mikhnevich,32.0,Belarus,2008,8/24/2008,Athletics,0,0,1,1
Ramon Miller,21.0,Bahamas,2008,8/24/2008,Athletics,0,1,0,1
Godfrey Khotso Mokoena,23.0,South Africa,2008,8/24/2008,Athletics,0,1,0,1
Avard Moncur,29.0,Bahamas,2008,8/24/2008,Athletics,0,1,0,1
Yipsi Moreno,27.0,Cuba,2008,8/24/2008,Athletics,0,1,0,1
Catherine Ndereba,36.0,Kenya,2008,8/24/2008,Athletics,0,1,0,1
Denis Nizhegorodov,28.0,Russia,2008,8/24/2008,Athletics,0,0,1,1
Christina Obergfll,26.0,Germany,2008,8/24/2008,Athletics,0,0,1,1
Christine Ohuruogu,24.0,Great Britain,2008,8/24/2008,Athletics,1,0,0,1
Blessing Okagbare,19.0,Nigeria,2008,8/24/2008,Athletics,0,0,1,1
David Oliver,26.0,United States,2008,8/24/2008,Athletics,0,0,1,1
Damola Osayomi,22.0,Nigeria,2008,8/24/2008,Athletics,0,0,1,1
Agnes Osazuwa,19.0,Nigeria,2008,8/24/2008,Athletics,0,0,1,1
Nadezhda Ostapchuk,27.0,Belarus,2008,8/24/2008,Athletics,0,0,1,1
lodie Oudraogo,27.0,Belgium,2008,8/24/2008,Athletics,0,1,0,1
David Payne,26.0,United States,2008,8/24/2008,Athletics,0,1,0,1
Jefferson Prez,34.0,Ecuador,2008,8/24/2008,Athletics,0,1,0,1
Tero Pitkmki,25.0,Finland,2008,8/24/2008,Athletics,0,0,1,1
Yevgeniya Polyakova,25.0,Russia,2008,8/24/2008,Athletics,1,0,0,1
Asafa Powell,25.0,Jamaica,2008,8/24/2008,Athletics,1,0,0,1
Elisa Rigaudo,28.0,Italy,2008,8/24/2008,Athletics,0,0,1,1
Dayron Robles,21.0,Cuba,2008,8/24/2008,Athletics,1,0,0,1
Yaroslav Rybakov,27.0,Russia,2008,8/24/2008,Athletics,0,0,1,1
Irving Saladino,25.0,Panama,2008,8/24/2008,Athletics,1,0,0,1
Gulnara SamitovaGalkina,30.0,Russia,2008,8/24/2008,Athletics,1,0,0,1
Leevan Sands,27.0,Bahamas,2008,8/24/2008,Athletics,0,0,1,1
Alex Schwazer,23.0,Italy,2008,8/24/2008,Athletics,1,0,0,1
Sileshi Sihine,25.0,Ethiopia,2008,8/24/2008,Athletics,0,1,0,1
Andrey Silnov,23.0,Russia,2008,8/24/2008,Athletics,1,0,0,1
Sherone Simpson,24.0,Jamaica,2008,8/24/2008,Athletics,0,1,0,1
Edwin Soi,22.0,Kenya,2008,8/24/2008,Athletics,0,0,1,1
Barbora potkov,27.0,Czech Republic,2008,8/24/2008,Athletics,1,0,0,1
Jenn StuczynskiSuhr,26.0,United States,2008,8/24/2008,Athletics,0,1,0,1
Leonel Surez,20.0,Cuba,2008,8/24/2008,Athletics,0,0,1,1
Shingo Suetsugu,28.0,Japan,2008,8/24/2008,Athletics,0,0,1,1
Shinji Takahira,24.0,Japan,2008,8/24/2008,Athletics,0,0,1,1
Dwight Thomas,27.0,Jamaica,2008,8/24/2008,Athletics,1,0,0,1
Andreas Thorkildsen,26.0,Norway,2008,8/24/2008,Athletics,1,0,0,1
Ivan Tikhon,32.0,Belarus,2008,8/24/2008,Athletics,0,0,1,1
Nataliya Tobias,27.0,Ukraine,2008,8/24/2008,Athletics,0,0,1,1
Naoki Tsukahara,23.0,Japan,2008,8/24/2008,Athletics,0,0,1,1
Kjersti TyssePltzer,36.0,Norway,2008,8/24/2008,Athletics,0,1,0,1
Tatyana Veshkurova,26.0,Russia,2008,8/24/2008,Athletics,0,1,0,1
Blanka Vlaic,24.0,Croatia,2008,8/24/2008,Athletics,0,1,0,1
Yekaterina Volkova,30.0,Russia,2008,8/24/2008,Athletics,0,0,1,1
Melaine Walker,25.0,Jamaica,2008,8/24/2008,Athletics,1,0,0,1
Sammy Wanjiru,21.0,Kenya,2008,8/24/2008,Athletics,1,0,0,1
Rosemarie Whyte,21.0,Jamaica,2008,8/24/2008,Athletics,0,0,1,1
BobbyGaye Wilkins,19.0,Jamaica,2008,8/24/2008,Athletics,0,0,1,1
Andrae Williams,25.0,Bahamas,2008,8/24/2008,Athletics,0,1,0,1
Novlene WilliamsMills,26.0,Jamaica,2008,8/24/2008,Athletics,0,0,1,1
Nick Willis,25.0,New Zealand,2008,8/24/2008,Athletics,0,1,0,1
Mary Wineberg,28.0,United States,2008,8/24/2008,Athletics,1,0,0,1
Regi Witherspoon,23.0,United States,2008,8/24/2008,Athletics,1,0,0,1
Alfred Kirwa Yego,21.0,Kenya,2008,8/24/2008,Athletics,0,0,1,1
Denys Yurchenko,30.0,Ukraine,2008,8/24/2008,Athletics,0,0,1,1
Zhang Wenxiu,32.0,China,2008,8/24/2008,Athletics,0,0,1,1
Zhou Chunxiu,29.0,China,2008,8/24/2008,Athletics,0,0,1,1
Virgilijus Alekna,32.0,Lithuania,2004,8/29/2004,Athletics,1,0,0,1
Deji Aliu,28.0,Nigeria,2004,8/29/2004,Athletics,0,0,1,1
Esref Apak,22.0,Turkey,2004,8/29/2004,Athletics,0,0,1,1
Christine Arron,30.0,France,2004,8/29/2004,Athletics,0,0,1,1
Musa Audu,24.0,Nigeria,2004,8/29/2004,Athletics,0,0,1,1
Jaroslav Bba,19.0,Czech Republic,2004,8/29/2004,Athletics,0,0,1,1
Aleen Bailey,23.0,Jamaica,2004,8/29/2004,Athletics,1,0,0,1
Stefano Baldini,33.0,Italy,2004,8/29/2004,Athletics,1,0,0,1
Hasna Benhassi,26.0,Morocco,2004,8/29/2004,Athletics,0,1,0,1
Yuriy Bilonoh,30.0,Ukraine,2004,8/29/2004,Athletics,1,0,0,1
Yury Borzakovsky,23.0,Russia,2004,8/29/2004,Athletics,1,0,0,1
Ivano Brugnetti,27.0,Italy,2004,8/29/2004,Athletics,1,0,0,1
Michelle Burgher,27.0,Jamaica,2004,8/29/2004,Athletics,0,0,1,1
Daniil Burkenya,26.0,Russia,2004,8/29/2004,Athletics,0,0,1,1
Darren Campbell,30.0,Great Britain,2004,8/29/2004,Athletics,1,0,0,1
Jolanda Ceplak,27.0,Slovenia,2004,8/29/2004,Athletics,0,0,1,1
Maria Cioncan,27.0,Romania,2004,8/29/2004,Athletics,0,0,1,1
Bryan Clay,24.0,United States,2004,8/29/2004,Athletics,0,1,0,1
Crystal Cox,25.0,United States,2004,8/29/2004,Athletics,1,0,0,1
Yunaika Crawford,21.0,Cuba,2004,8/29/2004,Athletics,0,0,1,1
Yumileidi Cumb,29.0,Cuba,2004,8/29/2004,Athletics,1,0,0,1
Nadia Davy,23.0,Jamaica,2004,8/29/2004,Athletics,0,0,1,1
Vanderlei de Lima,35.0,Brazil,2004,8/29/2004,Athletics,0,0,1,1
Nathan Deakes,27.0,Australia,2004,8/29/2004,Athletics,0,0,1,1
Meseret Defar,20.0,Ethiopia,2004,8/29/2004,Athletics,1,0,0,1
Pigi Devetzi,28.0,Greece,2004,8/29/2004,Athletics,0,1,0,1
Marlon Devonish,28.0,Great Britain,2004,8/29/2004,Athletics,1,0,0,1
Ejegayehu Dibaba,22.0,Ethiopia,2004,8/29/2004,Athletics,0,1,0,1
Tirunesh Dibaba,19.0,Ethiopia,2004,8/29/2004,Athletics,0,0,1,1
Deena DrossinKastor,31.0,United States,2004,8/29/2004,Athletics,0,0,1,1
Pat Dwyer,26.0,Australia,2004,8/29/2004,Athletics,0,1,0,1
Aaron Egbele,25.0,Nigeria,2004,8/29/2004,Athletics,0,0,1,1
Uchenna Emedolu,27.0,Nigeria,2004,8/29/2004,Athletics,0,0,1,1
Olusoji Fasuba,20.0,Nigeria,2004,8/29/2004,Athletics,0,0,1,1
Allyson Felix,18.0,United States,2004,8/29/2004,Athletics,0,1,0,1
Sylviane Flix,26.0,France,2004,8/29/2004,Athletics,0,0,1,1
Svetlana Feofanova,24.0,Russia,2004,8/29/2004,Athletics,0,1,0,1
Debbie FergusonMcKenzie,28.0,Bahamas,2004,8/29/2004,Athletics,0,0,1,1
Francisco Javier Fernndez,27.0,Spain,2004,8/29/2004,Athletics,0,1,0,1
Tatyana Firova,21.0,Russia,2004,8/29/2004,Athletics,0,1,0,1
Olga Fyodorova,21.0,Russia,2004,8/29/2004,Athletics,0,1,0,1
Anier Garca,28.0,Cuba,2004,8/29/2004,Athletics,0,0,1,1
Jason Gardener,28.0,Great Britain,2004,8/29/2004,Athletics,1,0,0,1
Giuseppe Gibilisco,25.0,Italy,2004,8/29/2004,Athletics,0,0,1,1
Ana Guevara,27.0,Mexico,2004,8/29/2004,Athletics,0,1,0,1
Joanna Hayes,27.0,United States,2004,8/29/2004,Athletics,1,0,0,1
Matt Hemingway,31.0,United States,2004,8/29/2004,Athletics,0,1,0,1
Monique Henderson,21.0,United States,2004,8/29/2004,Athletics,1,0,0,1
Monique Hennagan,28.0,United States,2004,8/29/2004,Athletics,1,0,0,1
Clinton Hill,24.0,Australia,2004,8/29/2004,Athletics,0,1,0,1
Stefan Holm,28.0,Sweden,2004,8/29/2004,Athletics,1,0,0,1
Muriel HurtisHouairi,25.0,France,2004,8/29/2004,Athletics,0,0,1,1
Yelena Isinbayeva,22.0,Russia,2004,8/29/2004,Athletics,1,0,0,1
Nataliya Ivanova,23.0,Russia,2004,8/29/2004,Athletics,0,1,0,1
Olimpiada Ivanova,33.0,Russia,2004,8/29/2004,Athletics,0,1,0,1
Godday James,20.0,Nigeria,2004,8/29/2004,Athletics,0,0,1,1
Dmitry Karpov,23.0,Kazakhstan,2004,8/29/2004,Athletics,0,0,1,1
Meb Keflezighi,29.0,United States,2004,8/29/2004,Athletics,0,1,0,1
Naman Keta,26.0,France,2004,8/29/2004,Athletics,0,0,1,1
Anastasia Kelesidou,31.0,Greece,2004,8/29/2004,Athletics,0,1,0,1
Ezekiel Kemboi,22.0,Kenya,2004,8/29/2004,Athletics,1,0,0,1
Irina Khabarova,38.0,Russia,2004,8/29/2004,Athletics,0,1,0,1
Fani Khalkia,25.0,Greece,2004,8/29/2004,Athletics,1,0,0,1
Eliud Kipchoge,19.0,Kenya,2004,8/29/2004,Athletics,0,0,1,1
Wilson Kipketer,33.0,Denmark,2004,8/29/2004,Athletics,0,0,1,1
Brimin Kipruto,19.0,Kenya,2004,8/29/2004,Athletics,0,1,0,1
Nadine KleinertSchmitt,28.0,Germany,2004,8/29/2004,Athletics,0,1,0,1
Carolina Klft,21.0,Sweden,2004,8/29/2004,Athletics,1,0,0,1
Paul Kipsiele Koech,22.0,Kenya,2004,8/29/2004,Athletics,0,0,1,1
Robert Korzeniowski,36.0,Poland,2004,8/29/2004,Athletics,1,0,0,1
Tatyana Kotova,27.0,Russia,2004,8/29/2004,Athletics,0,0,1,1
Zoltn Kovg,25.0,Hungary,2004,8/29/2004,Athletics,0,1,0,1
Olesya Krasnomovets,25.0,Russia,2004,8/29/2004,Athletics,0,1,0,1
Svetlana Krivelyova,35.0,Russia,2004,8/29/2004,Athletics,0,0,1,1
Larisa Kruglova,31.0,Russia,2004,8/29/2004,Athletics,0,1,0,1
Olga Kuzenkova,33.0,Russia,2004,8/29/2004,Athletics,1,0,0,1
Bernard Lagat,29.0,Kenya,2004,8/29/2004,Athletics,0,1,0,1
Tayna Lawrence,28.0,Jamaica,2004,8/29/2004,Athletics,1,0,0,1
Mark LewisFrancis,21.0,Great Britain,2004,8/29/2004,Athletics,1,0,0,1
Liu Xiang,21.0,China,2004,8/29/2004,Athletics,1,0,0,1
Tim Mack,31.0,United States,2004,8/29/2004,Athletics,1,0,0,1
Sergey Makarov,31.0,Russia,2004,8/29/2004,Athletics,0,0,1,1
Vronique Mang,19.0,France,2004,8/29/2004,Athletics,0,0,1,1
Mirela ManianiTzelili,27.0,Greece,2004,8/29/2004,Athletics,0,0,1,1
Joan Lino Martnez,26.0,Spain,2004,8/29/2004,Athletics,0,0,1,1
Franoise Mbango,28.0,Cameroon,2004,8/29/2004,Athletics,1,0,0,1
Beverly McDonald,34.0,Jamaica,2004,8/29/2004,Athletics,1,0,0,1
Danny McFarlane,32.0,Jamaica,2004,8/29/2004,Athletics,0,1,0,1
Osleidys Menndez,24.0,Cuba,2004,8/29/2004,Athletics,1,0,0,1
Coby Miller,27.0,United States,2004,8/29/2004,Athletics,0,1,0,1
John Moffitt,23.0,United States,2004,8/29/2004,Athletics,0,1,0,1
Yipsi Moreno,23.0,Cuba,2004,8/29/2004,Athletics,0,1,0,1
Melissa Morrison,33.0,United States,2004,8/29/2004,Athletics,0,0,1,1
Mbulaeni Mulaudzi,23.0,South Africa,2004,8/29/2004,Athletics,0,1,0,1
Koji Murofushi,29.0,Japan,2004,8/29/2004,Athletics,1,0,0,1
Nataliya Nazarova,25.0,Russia,2004,8/29/2004,Athletics,0,1,0,1
Catherine Ndereba,32.0,Kenya,2004,8/29/2004,Athletics,0,1,0,1
Adam Nelson,29.0,United States,2004,8/29/2004,Athletics,0,1,0,1
Steffi Nerius,32.0,Germany,2004,8/29/2004,Athletics,0,1,0,1
Yuliya Nesterenko,25.0,Belarus,2004,8/29/2004,Athletics,1,0,0,1
Denis Nizhegorodov,24.0,Russia,2004,8/29/2004,Athletics,0,1,0,1
Mizuki Noguchi,26.0,Japan,2004,8/29/2004,Athletics,1,0,0,1
Francis Obikwelu,25.0,Portugal,2004,8/29/2004,Athletics,0,1,0,1
Isabella Ochichi,24.0,Kenya,2004,8/29/2004,Athletics,0,1,0,1
Joachim Olsen,27.0,Denmark,2004,8/29/2004,Athletics,0,0,1,1
Christian Olsson,24.0,Sweden,2004,8/29/2004,Athletics,1,0,0,1
Marian Oprea,22.0,Romania,2004,8/29/2004,Athletics,0,1,0,1
Mark Ormrod,21.0,Australia,2004,8/29/2004,Athletics,0,1,0,1
Olena OvcharovaKrasovska,28.0,Ukraine,2004,8/29/2004,Athletics,0,1,0,1
Darvis Patton,26.0,United States,2004,8/29/2004,Athletics,0,1,0,1
Dwight Phillips,26.0,United States,2004,8/29/2004,Athletics,1,0,0,1
Sandie Richards,35.0,Jamaica,2004,8/29/2004,Athletics,0,0,1,1
Sanya RichardsRoss,19.0,United States,2004,8/29/2004,Athletics,1,0,0,1
Moushaumi Robinson,23.0,United States,2004,8/29/2004,Athletics,1,0,0,1
Andrew Rock,22.0,United States,2004,8/29/2004,Athletics,1,0,0,1
Anna Rogowska,23.0,Poland,2004,8/29/2004,Athletics,0,0,1,1
Nataliya Sadova,32.0,Russia,2004,8/29/2004,Athletics,1,0,0,1
Flix Snchez,26.0,Dominican Republic,2004,8/29/2004,Athletics,1,0,0,1
Jane Saville,29.0,Australia,2004,8/29/2004,Athletics,0,0,1,1
Roman ebrle,29.0,Czech Republic,2004,8/29/2004,Athletics,1,0,0,1
Sileshi Sihine,21.0,Ethiopia,2004,8/29/2004,Athletics,0,1,0,1
Rui Silva,27.0,Portugal,2004,8/29/2004,Athletics,0,0,1,1
Irina Simagina,22.0,Russia,2004,8/29/2004,Athletics,0,1,0,1
Sherone Simpson,20.0,Jamaica,2004,8/29/2004,Athletics,1,0,0,1
Austra Skujyte,25.0,Lithuania,2004,8/29/2004,Athletics,0,1,0,1
Yelena Slesarenko,22.0,Russia,2004,8/29/2004,Athletics,1,0,0,1
Ronetta Smith,24.0,Jamaica,2004,8/29/2004,Athletics,0,0,1,1
Kelly Sotherton,27.0,Great Britain,2004,8/29/2004,Athletics,0,0,1,1
John Steffensen,21.0,Australia,2004,8/29/2004,Athletics,0,1,0,1
